icd10_dx_code
S8253X
S8254X
S8255X
S8256X
S8261X
S8262X
S8263X
S8264X
S8265X
S8266X
S8290X
S8291X
S8292X
S8330X
S8331X
S8332X
S8360X
S8361X
S8362X
S8390X
S8391X
S8392X
S8400X
S8401X
S8402X
S8410X
S8411X
S8412X
S8420X
S8421X
S8422X
S8490X
S8491X
S8492X
S8701X
S8702X
S8780X
S8781X
S8782X
S8980X
S8981X
S8982X
S8990X
S8991X
S8992X
S9000X
S9001X
S9002X
S9030X
S9031X
S9032X
S9301X
S9302X
S9303X
S9304X
S9305X
S9306X
S9400X
S9401X
S9402X
S9410X
S9411X
S9412X
S9420X
S9421X
S9422X
S9430X
S9431X
S9432X
S9490X
S9491X
S9492X
S9700X
S9701X
S9702X
S9780X
S9781X
S9782X
T1500X
T1501X
T1502X
T1510X
T1511X
T1512X
T1580X
T1581X
T1582X
T1590X
T1591X
T1592X
T161XX
T162XX
T169XX
T170XX
T171XX
T180XX
T182XX
T183XX
T184XX
T185XX
T188XX
T189XX
T190XX
T191XX
T192XX
T193XX
T194XX
T198XX
T199XX
T2000X
T2002X
T2003X
T2004X
T2005X
T2006X
T2007X
T2009X
T2010X
T2012X
T2013X
T2014X
T2015X
T2016X
T2017X
T2019X
T2020X
T2022X
T2023X
T2024X
T2025X
T2026X
T2027X
T2029X
T2030X
T2037X
T2039X
T2040X
T2042X
T2045X
T2047X
T2050X
T2055X
T2056X
T2067X
T2100X
T2101X
T2102X
T2103X
T2104X
T2105X
T2106X
T2107X
T2110X
T2111X
T2112X
T2113X
T2114X
T2115X
T2116X
T2117X
T2120X
T2121X
T2122X
T2123X
T2124X
T2125X
T2126X
T2127X
T2129X
T2130X
T2131X
T2132X
T2133X
T2134X
T2135X
T2136X
T2139X
T2140X
T2141X
T2145X
T2151X
T2152X
T2200X
T2210X
T2220X
T2230X
T2240X
T2600X
T2601X
T2602X
T2610X
T2611X
T2612X
T2631X
T2632X
T2640X
T2641X
T2642X
T2650X
T2651X
T2660X
T2661X
T2662X
T2681X
T2682X
T2690X
T2691X
T2692X
T270XX
T271XX
T272XX
T273XX
T276XX
T277XX
T280XX
T281XX
T282XX
T283XX
T2840X
T2849X
T285XX
T286XX
T2890X
T3342X
T3371X
T3390X
T3691X
T3694X
T3695X
T3696X
T3791X
T3795X
T3991X
T3992X
T3994X
T3995X
T4141X
T4145X
T4271X
T4272X
T4274X
T4275X
T4392X
T4394X
T4395X
T4591X
T4595X
T4795X
T4991X
T4995X
T5191X
T5192X
T5194X
T5291X
T5491X
T5492X
T5494X
T5691X
T5694X
T5791X
T5792X
T5801X
T5802X
T5811X
T5891X
T5892X
T5893X
T5894X
T5991X
T5994X
T6091X
T6093X
T6094X
T6101X
T6104X
T6111X
T6191X
T6291X
T6294X
T6391X
T6392X
T6393X
T6394X
T6401X
T6404X
T6481X
T6591X
T6592X
T6594X
T66XXX
T670XX
T671XX
T672XX
T673XX
T674XX
T675XX
T676XX
T677XX
T678XX
T679XX
T68XXX
T691XX
T698XX
T699XX
T700XX
T701XX
T7020X
T7029X
T703XX
T704XX
T708XX
T709XX
T719XX
T730XX
T731XX
T732XX
T733XX
T738XX
T7401X
T7411X
T7421X
T7422X
T7431X
T7491X
T7500X
T7501X
T7509X
T751XX
T7520X
T7521X
T7523X
T753XX
T754XX
T7582X
T7589X
T7601X
T7611X
T7621X
T7631X
T7691X
T7800X
T7801X
T7802X
T7803X
T7804X
T7805X
T7806X
T7807X
T7808X
T7809X
T781XX
T782XX
T783XX
T7840X
T7841X
T7849X
T788XX
T790XX
T791XX
T792XX
T794XX
T795XX
T796XX
T797XX
T798XX
T799XX
T79A0X
T79A3X
T79A9X
T800XX
T801XX
T8029X
T8030X
T8039X
T8040X
T8049X
T8051X
T8052X
T8059X
T8061X
T8062X
T8069X
T8089X
T8090X
T8092X
T80A9X
T8110X
T8111X
T8112X
T8119X
T8130X
T8131X
T8132X
T8133X
T814XX
T814XXA
T814XXD
T814XXS
T8172X
T8181X
T8182X
T8183X
T8189X
T819XX
T8201X
T8202X
T8203X
T8209X
T8241X
T8242X
T8243X
T8249X
T826XX
T827XX
T829XX
T8321X
T8322X
T8323X
T8329X
T8331X
T8332X
T8339X
T8351X
T8351XA
T8351XD
T8351XS
T8359X
T8359XA
T8359XD
T8359XS
T836XX
T836XXA
T836XXD
T836XXS
T8382X
T8383X
T8384X
T8385X
T8386X
T8389X
T839XX
T84040
T84040A
T84040D
T84040S
T84041
T84041A
T84041D
T84041S
T84042
T84042A
T84042D
T84042S
T84043
T84043A
T84043D
T84043S
T84048
T84048A
T84048D
T84048S
T84049
T84049A
T84049D
T84049S
T8450X
T8451X
T8452X
T8453X
T8454X
T8459X
T8460X
T8463X
T8469X
T847XX
T8481X
T8482X
T8483X
T8484X
T8485X
T8486X
T8489X
T849XX
T8501X
T8502X
T8503X
T8509X
T8521X
T8522X
T8529X
T8541X
T8542X
T8543X
T8544X
T8549X
T8571X
T8572X
T8579X
T8581X
T8581XA
T8581XD
T8581XS
T8582X
T8582XA
T8582XD
T8582XS
T8583X
T8583XA
T8583XD
T8583XS
T8584X
T8584XA
T8584XD
T8584XS
T8585X
T8585XA
T8585XD
T8585XS
T8586X
T8586XA
T8586XD
T8586XS
T8589X
T8589XA
T8589XD
T8589XS
T859XX
T880XX
T881XX
T883XX
T884XX
T8851X
T8852X
T8859X
T886XX
T887XX
T888XX
T889XX
UN
V0001X
V0009X
V0100X
V0111X
V0300X
V0309X
V0310X
V0390X
V0399X
V0409X
V0600X
V0610X
V0699X
V0900X
V0909X
V091XX
V0920X
V0929X
V093XX
V099XX
V100XX
V102XX
V103XX
V104XX
V109XX
V110XX
V112XX
V114XX
V119XX
V130XX
V132XX
V134XX
V135XX
V139XX
V140XX
V153XX
V160XX
V164XX
V170XX
V171XX
V172XX
V173XX
V174XX
V180XX
V181XX
V182XX
V183XX
V184XX
V185XX
V189XX
V1920X
V193XX
V1940X
V1949X
V1960X
V1969X
V1988X
V199XX
V200XX
V204XX
V209XX
V220XX
V224XX
V230XX
V231XX
V234XX
V235XX
V239XX
V244XX
V245XX
V264XX
V270XX
V274XX
V275XX
V279XX
V280XX
V281XX
V282XX
V283XX
V284XX
V285XX
V289XX
V2900X
V2909X
V2920X
V2929X
V293XX
V2940X
V2949X
V2950X
V2959X
V2960X
V2969X
V2988X
V299XX
V321XX
V335XX
V380XX
V393XX
V400XX
V405XX
V420XX
V422XX
V427XX
V4302X
V4303X
V4312X
V4322X
V4341X
V4351X
V4352X
V4353X
V4354X
V4361X
V4362X
V4364X
V4372X
V4391X
V4392X
V445XX
V446XX
V454XX
V459XX
V460XX
V461XX
V465XX
V466XX
V4702X
V4702XA
V4702XS
V4711XA
V4712XA
V4712XD
V472XX
V4732XA
V4732XD
V4752X
V4761
V4762X
V4792X
V480XX
V482XX
V484XX
V485XX
V486XX
V489XX
V4900X
V4909X
V4910X
V4920X
V4929X
V493XX
V4940X
V4949X
V4950X
V4959X
V4960X
V4969X
V4988X
V499XX
V500XX
V505XX
V533XX
V535XX
V536XX
V545XX
V575XX
V579XX
V581XX
V582XX
V583XX
V584XX
V585XX
V593XX
V5940X
V5949X
V5950X
V5988X
V599XX
V635XX
V649XX
V653XX
V660XX
V679XX
V680XX
V684XX
V6900X
V6969X
V699XX
V700XX
V707XX
V713XX
V721XX
V731XX
V734XX
V762XX
V765XX
V775XX
V786XX
V7900X
V793XX
V7949X
V7950X
V8002X
V8011X
V8041X
V811XX
V812XX
V820XX
V821XX
V824XX
V826XX
V829XX
V830XX
V834XX
V835XX
V840XX
V844XX
V845XX
V847XX
V849XX
V853XX
V8601X
V8609X
V8619X
V8629X
V8639X
V8649X
V8652X
V8659X
V8662X
V8669X
V8679X
V8692X
V8699X
V870XX
V872XX
V877XX
V878XX
V879XX
V881XX
V887XX
V889XX
V890XX
V891XX
V892XX
V893XX
V899XX
V9119X
V9123X
V9126X
V9129X
V9135X
V9136X
V9182X
V9183X
V9184X
V9189X
V9202X
V9203X
V9209X
V9213X
V9322X
V9331X
V9332X
V9333X
V9334X
V9335X
V9338X
V9339X
V9359X
V9363X
V9381X
V9382X
V9383X
V9387X
V9388X
V9389X
V940XX
V9412X
V9489X
V949XX
V9501X
V9510X
V9511X
V9520X
V9521X
V9609X
V970XX
V9722X
V9733X
V9739X
V9789X
V983XX
V988XX
V99XXX
W000XX
W001XX
W002XX
W009XX
W010XX
W0110X
W03XXX
W04XXX
W050XX
W051XX
W052XX
W06XXX
W07XXX
W08XXX
W090XX
W091XX
W098XX
W100XX
W101XX
W102XX
W108XX
W109XX
W11XXX
W12XXX
W130XX
W132XX
W133XX
W134XX
W138XX
W139XX
W14XXX
W1642X
W1692X
W170XX
W171XX
W172XX
W173XX
W174XX
W1781X
W1789X
W1800X
W1801X
W1802X
W1809X
W1811X
W1812X
W182XX
W1830X
W1831X
W1839X
W1840X
W1841X
W1842X
W1843X
W1849X
W19XXX
W200XX
W201XX
W208XX
W2100X
W2101X
W2102X
W2103X
W2104X
W2105X
W2106X
W2107X
W2109X
W2111X
W2112X
W2132X
W2189X
W219XX
W2201X
W2203X
W2209X
W2210X
W2211X
W228XX
W230XX
W231XX
W240XX
W241XX
W25XXX
W260XX
W261XX
W270XX
W271XX
W272XX
W273XX
W274XX
W275XX
W278XX
W28XXX
W290XX
W291XX
W292XX
W293XX
W294XX
W298XX
W301XX
W303XX
W3089X
W309XX
W310XX
W311XX
W312XX
W3182X
W3189X
W319XX
W320XX
W3300X
W3301X
W3302X
W3310X
W3400X
W3409X
W3419X
W362XX
W369XX
W378XX
W38XXX
W39XXX
W400XX
W401XX
W408XX
W409XX
W429XX
W450XX
W451XX
W451XXA
W451XXS
W452XX
W452XXA
W452XXD
W458XX
W460XX
W461XX
W4901X
W4904X
W4909X
W499XX
W500XX
W501XX
W502XX
W503XX
W504XX
W51XXX
W52XXX
W5301X
W5311X
W5321X
W5329X
W5381X
W5389X
W540XX
W541XX
W548XX
W5501X
W5503X
W5509X
W5511X
W5512X
W5519X
W5521X
W5522X
W5529X
W5531X
W5532X
W5539X
W5541X
W5551X
W5552X
W5559X
W5581X
W5582X
W5589X
W5631X
W5632X
W5639X
W5641X
W5651X
W5652X
W5659X
W5681X
W5682X
W5689X
W57XXX
W5801X
W5901X
W5911X
W5921X
W5981X
W60XXX
W6101X
W6132X
W6139X
W6191X
W6192X
W6199X
W64XXX
W69XXX
W73XXX
W74XXX
W85XXX
W860XX
W861XX
W868XX
W880XX
W881XX
W888XX
W890XX
W891XX
W898XX
W899XX
W901XX
W902XX
W908XX
W92XXX
W940XX
W9411X
W99XXX
X000XX
X001XX
X005XX
X008XX
X010XX
X020XX
X021XX
X022XX
X028XX
X030XX
X033XX
X038XX
X04XXX
X063XX
X088XX
X100XX
X101XX
X102XX
X110XX
X111XX
X118XX
X12XXX
X131XX
X141XX
X150XX
X151XX
X152XX
X153XX
X158XX
X16XXX
X17XXX
X18XXX
X19XXX
X30XXX
X31XXX
X32XXX
X35XXX
X370XX
X371XX
X38XXX
X3901X
X398XX
X52XXX
X58XXX
X719XX
X72XXX
X730XX
X739XX
X748XX
X749XX
X76XXX
X780XX
X781XX
X788XX
X789XX
X79XXX
X80XXX
X820XX
X822XX
X838XX
X93XXX
X959XX
X980XX
X989XX
X990XX
X991XX
X998XX
X999XX
Y00XXX
Y01XXX
Y030XX
Y040XX
Y041XX
Y042XX
Y048XX
Y0802X
Y0889X
Y214XX
Y218XX
Y22XXX
Y240XX
Y249XX
Y26XXX
Y279XX
Y280XX
Y281XX
Y288XX
Y289XX
Y29XXX
Y30XXX
Y31XXX
Y32XXX
Y33XXX
Z2250
Z2251
Z2252
Z2259
